FileName,Class,x_center,y_center,width,height
./Labels\187.txt,0,0.38833333333333303,0.445,0.591666666666666,0.56
./Labels\188.txt,0,0.6218418907905461,0.533029612756264,0.8272208638956801,0.6674259681093391
./Labels\189.txt,0,0.24483775811209402,0.421052631578947,0.8436578171091441,0.7452631578947361
./Labels\19.txt,0,0.285092491838955,0.35714285714285704,0.80739934711643,0.7387218045112781
./Labels\190.txt,0,0.328571428571428,0.32699619771863103,0.648571428571428,0.44486692015209106
./Labels\191.txt,0,0.346875,0.7296874999999999,0.672916666666666,0.8296874999999999
./Labels\192.txt,0,0.427872860635696,0.5420289855072461,0.6226568867155661,0.6739130434782601
./Labels\193.txt,0,0.012,0.088,1,0.756
./Labels\194.txt,0,0.293333333333333,0.44,0.45333333333333303,0.568888888888888
./Labels\195.txt,0,0.221606648199445,0.409090909090909,0.5512465373961211,0.597402597402597
./Labels\196.txt,0,0.295668549905838,0.5234375,0.6365348399246701,0.66015625
./Labels\197.txt,0,0.373333333333333,0.30693069306930604,0.7766666666666661,0.48019801980198
./Labels\198.txt,0,0.325,0.5905044510385751,0.46666666666666606,0.6943620178041541
./Labels\199.txt,0,0.7954545454545451,0.624242424242424,0.9517045454545451,0.757575757575757
./Labels\2.txt,0,0.082,0.697452229299363,0.23,0.8280254777070061
./Labels\20.txt,0,0.31489361702127605,0.474666666666666,0.75531914893617,0.7333333333333331
./Labels\200.txt,0,0.030581039755351,0.6421052631578941,0.152905198776758,0.839473684210526
./Labels\201.txt,0,0.39841269841269805,0.5297450424929171,0.595238095238095,0.662889518413597
./Labels\202.txt,0,0.198,0.6156156156156151,0.8180000000000001,0.9339339339339341
./Labels\203.txt,0,0.406666666666666,0.5348837209302321,0.6283333333333331,0.7069767441860461
./Labels\204.txt,0,0.361990950226244,0.633633633633633,0.644796380090497,0.7897897897897891
./Labels\205.txt,0,0.166112956810631,0.460176991150442,0.44518272425249106,0.640117994100295
./Labels\206.txt,0,0.726,0.5743944636678201,0.87,0.698961937716263
./Labels\207.txt,0,0.276553106212424,0.22996515679442503,0.90380761523046,0.540069686411149
./Labels\208.txt,0,0.308,0.547486033519553,0.754,0.7234636871508381
./Labels\209.txt,0,0.112,0.622535211267605,0.53,0.8140845070422531
./Labels\21.txt,0,0.34039900249376503,0.004878048780487,0.6371571072319201,0.10731707317073101
./Labels\210.txt,0,0.27637130801687704,0.293785310734463,0.8544303797468351,0.6384180790960451
./Labels\211.txt,0,0.314,0.356,0.764,0.64
./Labels\212.txt,0,0.28800000000000003,0.34036144578313204,0.6960000000000001,0.599397590361445
./Labels\213.txt,0,0.24361493123772102,0.379310344827586,0.7858546168958741,0.7137931034482751
./Labels\214.txt,0,0.28600000000000003,0.689265536723163,0.678,0.9067796610169491
./Labels\215.txt,0,0.368,0.6808035714285711,0.778,0.8258928571428571
./Labels\216.txt,0,0.47400000000000003,0.30357142857142805,0.774,0.48214285714285704
./Labels\217.txt,0,0.246666666666666,0.40344827586206805,0.868888888888888,0.7275862068965511
./Labels\218.txt,0,0.36,0.41970802919708006,0.76,0.686131386861313
./Labels\219.txt,0,0.35264483627204,0.627530364372469,0.8261964735516371,0.8582995951417001
./Labels\22.txt,0,0.32552083333333304,0.49414062500000006,0.634114583333333,0.5703125
./Labels\220.txt,0,0.13157894736842102,0.5787878787878781,0.46411483253588504,0.7212121212121211
./Labels\221.txt,0,0.21678321678321602,0.7377777777777771,0.6946386946386941,0.902222222222222
./Labels\222.txt,0,0.28200000000000003,0.663663663663663,0.7020000000000001,0.8198198198198191
./Labels\223.txt,0,0.272,0.585074626865671,0.6960000000000001,0.8298507462686561
./Labels\224.txt,0,0.104803493449781,0.257142857142857,0.8165938864628821,0.7428571428571421
./Labels\225.txt,0,0.28600000000000003,0.524173027989821,0.804,0.694656488549618
./Labels\226.txt,0,0.372,0.336769759450171,0.726,0.5326460481099651
./Labels\227.txt,0,0.25,0.6383928571428571,0.545,0.866071428571428
./Labels\228.txt,0,0.34384858044164,0.49302325581395307,0.7413249211356461,0.7534883720930231
./Labels\229.txt,0,0.309090909090909,0.50187265917603,0.7939393939393941,0.7490636704119851
./Labels\23.txt,0,0.375,0.4130859375,0.7447916666666661,0.484375
./Labels\230.txt,0,0.330188679245283,0.5983935742971881,0.764150943396226,0.8835341365461841
./Labels\231.txt,0,0.052208835341365,0.48953974895397406,0.5903614457831321,0.778242677824267
./Labels\232.txt,0,0.34400000000000003,0.609289617486338,0.706,0.778688524590163
./Labels\233.txt,0,0.368,0.45345345345345306,0.616,0.618618618618618
./Labels\234.txt,0,0.334,0.608433734939759,0.628,0.7680722891566261
./Labels\235.txt,0,0.29522184300341303,0.6012084592145011,0.44197952218430003,0.719033232628398
./Labels\236.txt,0,0.040506329113924,0.129251700680272,0.9291139240506321,0.8571428571428571
./Labels\24.txt,0,0.27,0.548476454293628,0.718333333333333,0.7700831024930741
./Labels\25.txt,0,0.453525641025641,0.39555555555555505,0.693910256410256,0.49111111111111105
./Labels\26.txt,0,0.305,0.450617283950617,0.761666666666666,0.6584362139917691
./Labels\27.txt,0,0.098,0.46365914786967405,0.494,0.7368421052631571
./Labels\28.txt,0,0.11165444172779102,0.082608695652173,0.9119804400977991,0.41159420289855003
./Labels\29.txt,0,0.07579462102689401,0.047008547008547,0.93480032599837,0.368945868945868
./Labels\3.txt,0,0.434,0.667377398720682,0.718,0.7654584221748401
./Labels\30.txt,0,0.18826405867970603,0.21375186846038802,0.9543602281988591,0.8310911808669651
./Labels\31.txt,0,0.45,0.49288256227758004,0.5680000000000001,0.6334519572953731
./Labels\32.txt,0,0.185245901639344,0.49072164948453606,0.460655737704918,0.647422680412371
./Labels\33.txt,0,0.063013698630136,0.6198934280639431,0.358904109589041,0.740674955595026
./Labels\34.txt,0,0.318663406682966,0.391411042944785,0.668296658516707,0.548466257668711
./Labels\35.txt,0,0.37058823529411705,0.386196769456681,0.64,0.47283406754772306
./Labels\36.txt,0,0.303125,0.41250000000000003,0.609375,0.579166666666666
./Labels\37.txt,0,0.401315789473684,0.43548387096774105,0.631578947368421,0.6854838709677411
./Labels\38.txt,0,0.48655256723716306,0.528985507246376,0.5590872045639771,0.571014492753623
./Labels\39.txt,0,0.026666666666666002,0.36,0.996666666666666,0.746666666666666
./Labels\4.txt,0,0.20879120879120802,0.39076376554174,0.865134865134865,0.9840142095914741
./Labels\40.txt,0,0.22142857142857103,0.39270386266094404,0.45,0.551502145922746
./Labels\41.txt,0,0.299227799227799,0.493449781659388,0.654440154440154,0.6506550218340611
./Labels\42.txt,0,0.052000000000000005,0.6405867970660141,0.328,0.80440097799511
./Labels\43.txt,0,0.052000000000000005,0.062256809338521006,0.97,0.9922178988326841
./Labels\44.txt,0,0.49666666666666603,0.58,0.7391666666666661,0.6625
./Labels\45.txt,0,0.685185185185185,0.44591029023746703,0.8989898989898991,0.564643799472295
./Labels\46.txt,0,0.3078231292517,0.5861344537815121,0.644557823129251,0.7373949579831931
./Labels\47.txt,0,0.3876953125,0.6173020527859231,0.583984375,0.708211143695014
./Labels\48.txt,0,0.24449877750611201,0.34359605911330005,0.8793806030969841,0.626847290640394
./Labels\49.txt,0,0.33724340175953005,0.5326086956521741,0.607038123167155,0.654891304347826
./Labels\5.txt,0,0.254807692307692,0.649651972157772,0.627403846153846,0.7772621809744781
./Labels\50.txt,0,0.46041666666666603,0.5515625,0.6937500000000001,0.61640625
./Labels\51.txt,0,0.6101973684210521,0.6688741721854301,0.8223684210526311,0.864238410596026
./Labels\52.txt,0,0.104477611940298,0.669724770642201,0.417910447761194,0.793577981651376
./Labels\53.txt,0,0.52,0.56115107913669,0.8875000000000001,0.7014388489208631
./Labels\54.txt,0,0.26,0.612299465240641,0.7025,0.7700534759358281
./Labels\55.txt,0,0.562,0.6988847583643121,0.886,0.8810408921933081
./Labels\56.txt,0,0.373046875,0.485330073349633,0.509765625,0.540342298288508
./Labels\57.txt,0,0.201360544217687,0.34404536862003704,0.39047619047619003,0.44234404536862004
./Labels\58.txt,0,0.168190127970749,0.46520146520146505,0.5502742230347341,0.673992673992674
./Labels\59.txt,0,0.294,0.5625,0.714,0.7788461538461531
./Labels\6.txt,0,0.411978221415607,0.529670329670329,0.8058076225045371,0.6923076923076921
./Labels\60.txt,0,0.31621841890790503,0.530434782608695,0.46128769356153204,0.6173913043478261
./Labels\61.txt,0,0.29710144927536203,0.48379629629629606,0.702898550724637,0.6041666666666661
./Labels\62.txt,0,0.012,0.040816326530612006,0.99,1
./Labels\63.txt,0,0.10510510510510501,0.39,0.576576576576576,0.544
./Labels\64.txt,0,0.20327868852459002,0.48175182481751805,0.573770491803278,0.6934306569343061
./Labels\65.txt,0,0.076,0.134078212290502,0.996,0.9329608938547481
./Labels\66.txt,0,0.18489065606361801,0.300683371298405,0.7196819085487071,0.6469248291571751
./Labels\67.txt,0,0.080524344569288,0.5934718100890201,0.213483146067415,0.786350148367952
./Labels\68.txt,0,0.12364130434782601,0.612836438923395,0.286684782608695,0.7122153209109731
./Labels\69.txt,0,0.311715481171548,0.5164556962025311,0.6799163179916311,0.660759493670886
./Labels\7.txt,0,0.48545454545454503,0.461824953445065,0.72,0.595903165735568
./Labels\70.txt,0,0.36547085201793705,0.75886524822695,0.683856502242152,0.9255319148936171
./Labels\71.txt,0,0.28200000000000003,0.7106017191977071,0.686,0.8939828080229221
./Labels\72.txt,0,0.276,0.30952380952380903,0.762,0.738095238095238
./Labels\73.txt,0,0.24769230769230702,0.420689655172413,0.453846153846153,0.5287356321839081
./Labels\74.txt,0,0.318,0.438172043010752,0.686,0.60752688172043
./Labels\75.txt,0,0.688333333333333,0.42729970326409406,0.866666666666666,0.5519287833827891
./Labels\76.txt,0,0.29,0.5291005291005291,0.65,0.6613756613756611
./Labels\77.txt,0,0.488673139158576,0.35598705501618105,0.891046386192017,0.7831715210355981
./Labels\78.txt,0,0.34070796460176905,0.507299270072992,0.65929203539823,0.7080291970802921
./Labels\79.txt,0,0.5458984375,0.595052083333333,0.828125,0.704427083333333
./Labels\8.txt,0,0.410757946210268,0.453714285714285,0.5688671556642211,0.516571428571428
./Labels\80.txt,0,0.14606741573033702,0.395415472779369,0.7977528089887641,0.716332378223495
./Labels\81.txt,0,0.6979166666666661,0.6354166666666661,0.9833333333333331,0.7645833333333331
./Labels\82.txt,0,0.22117647058823503,0.162068965517241,0.8470588235294111,0.7655172413793101
./Labels\83.txt,0,0.4,0.469750889679715,0.6880000000000001,0.637010676156583
./Labels\84.txt,0,0.27762803234501304,0.527777777777777,0.6954177897574121,0.696969696969697
./Labels\85.txt,0,0.292,0.5120350109409191,0.728,0.693654266958424
./Labels\86.txt,0,0.453514739229024,0.5096418732782371,0.816326530612244,0.724517906336088
./Labels\87.txt,0,0.4360228198859,0.5427872860635691,0.599837000814995,0.618581907090464
./Labels\88.txt,0,0.5615321923390381,0.47555012224938803,0.792176039119804,0.6210268948655251
./Labels\89.txt,0,0.37000814995925,0.469565217391304,0.69682151589242,0.572826086956521
./Labels\9.txt,0,0.41320293398533003,0.397101449275362,0.58679706601467,0.623188405797101
./Labels\90.txt,0,0.6796536796536791,0.358620689655172,0.8311688311688311,0.510344827586206
./Labels\91.txt,0,0.606,0.512455516014234,0.782,0.629893238434163
./Labels\92.txt,0,0.34240362811791303,0.784922394678492,0.6870748299319721,0.9445676274944561
./Labels\93.txt,0,0.15384615384615302,0.6147540983606551,0.45358090185676303,0.844262295081967
./Labels\94.txt,0,0.397297297297297,0.43265306122448904,0.612162162162162,0.538775510204081
./Labels\95.txt,0,0.314911366006256,0.437956204379562,0.699687174139728,0.556830031282586
./Labels\96.txt,0,0.35000000000000003,0.551428571428571,0.663333333333333,0.765714285714285
./Labels\97.txt,0,0.35142857142857103,0.596938775510204,0.631428571428571,0.8673469387755101
./Labels\98.txt,0,0.10483870967741901,0.361581920903954,0.8629032258064511,0.8361581920903951
./Labels\99.txt,0,0.202,0.40206185567010305,0.516,0.6563573883161511
